COUNTY,FIPS,demperc12,vrperc12,toperc12,demperc14,vrperc14,toperc14,demperc16,vrperc16,toperc16,demperc18,vrperc18,toperc18,demchange1418,tochange1418,TOTAL_POP,RACE,COUNT,PERC_WHITE,MEDIAN_AGE,WIN12,WIN14,WIN16,WIN18,label
Cass,48067,0.260725229826353,0.602711397058823,0.639834431675835,0.0,0.0,0.0,0.0,0.657858455882353,0.624619529963575,0.18862477143682,0.658153886554622,0.518254364089776,0.18862477143682,0.518254364089776,30087.0,White,22983.0,0.7638847342706152,43.4,Republican,Republican,Republican,Republican,
Castro,48069,0.0,0.4867278590920371,0.552242609582059,0.16444073455759603,0.49181344579508796,0.302143757881463,0.0,0.49106921359464206,0.514018691588785,0.228691476590636,0.47308360208385,0.43681174619821705,0.06425074203303996,0.13466798831675403,7787.0,White,2523.0,0.3240015410299217,35.3,Republican,Republican,Republican,Republican,
Chambers,48071,0.18344762034082399,0.6767722817415089,0.6201162007409899,0.152986829727187,0.7154091634374291,0.338696829695715,0.0,0.7670389788010029,0.628640416047548,0.18279005706040502,0.7969284248917259,0.545139261325038,0.029803227333218024,0.20644243162932296,40292.0,White,27186.0,0.6747245110691948,35.4,Republican,Republican,Republican,Republican,
Cherokee,48073,0.235453481928453,0.521585209951814,0.612405731523379,0.0,0.530238961549808,0.36179525222551895,0.0,0.5464647457960471,0.604282886449523,0.210084588950568,0.54632707247517,0.544747642018864,0.210084588950568,0.1829523897933451,51903.0,White,31641.0,0.6096179411594705,37.8,Republican,Republican,Republican,Republican,
Childress,48075,0.0,0.497798608152251,0.569472182596291,0.10181818181818199,0.507314301945746,0.307950727883539,0.0,0.506036074421247,0.584900364861072,0.11293054771315598,0.501633290725749,0.501415628539071,0.011112365894973997,0.19346490065553196,7226.0,White,4172.0,0.5773595350124551,30.9,Republican,Republican,Republican,Republican,
Clay,48077,0.0,0.7125186011904759,0.6649262498368361,0.10916724982505198,0.7075892857142858,0.37565720294426896,0.0,0.7120535714285708,0.659743991640543,0.10663562281722899,0.708705357142857,0.563648293963255,-0.002531627007822987,0.18799109101898603,10387.0,White,9356.0,0.9007413112544527,46.2,Republican,Republican,Republican,Republican,
Cochran,48079,0.0,0.569235689158938,0.515168539325843,0.131313131313131,0.567636712503997,0.27887323943662,0.0,0.568276303165974,0.510410804727068,0.18115942028985502,0.556443875919412,0.396551724137931,0.049846288976724024,0.11767848470131098,2904.0,White,1068.0,0.3677685950413223,34.5,Republican,Republican,Republican,Republican,
Coke,48081,0.11622962437987198,0.695180722891566,0.611351819757366,0.0,0.642771084337349,0.3687910028116211,0.0,0.660240963855422,0.6646897810218979,0.0795620437956204,0.685240963855422,0.602197802197802,0.0795620437956204,0.23340679938618086,3275.0,White,2475.0,0.7557251908396947,50.3,Republican,Republican,Republican,Republican,
Coleman,48083,0.13402061855670097,0.6691399662731871,0.5866935483870971,0.0,0.6634064080944351,0.37959667852906304,0.0,0.6680157391793139,0.6130932346011441,0.10398724082934599,0.6591343451377181,0.5347091932457789,0.10398724082934599,0.1551125147167159,8391.0,White,6463.0,0.7702300083422715,46.5,Republican,Republican,Republican,Republican,
Collin,48085,0.250803006722077,0.531430002504383,0.677685023113864,0.282056472017002,0.621859022039952,0.365829951486755,0.337397396286224,0.6886689535110121,0.676885929475571,0.4239567385350089,0.738665108948655,0.615993064400022,0.1419002665180069,0.250163112913267,944350.0,White,547403.0,0.5796611425848467,36.6,Republican,Republican,Republican,Republican,
Collingsworth,48087,0.0,0.6100752371606151,0.615549597855228,0.10481927710843401,0.618580307491004,0.43892120571126403,0.0,0.621851488387308,0.608627038400842,0.0949367088607595,0.619888779849526,0.500263852242744,-0.009882568247674514,0.061342646531479916,2996.0,White,1878.0,0.6268357810413885,39.2,Republican,Republican,Republican,Republican,
Colorado,48089,0.23505535055350602,0.6253233687841329,0.622845322914273,0.18563218390804603,0.6425217974513749,0.38920369818073397,0.206727971132581,0.6644150617993679,0.6194390367005551,0.22546591945783898,0.663888090447447,0.5536874007793331,0.03983373554979294,0.16448370259859912,21022.0,White,11855.0,0.5639330225478071,42.5,Republican,Republican,Republican,Republican,
Comal,48091,0.206346146431738,0.6960321557636989,0.687072847682119,0.317343833900125,0.7587672394719369,0.424421359577182,0.199901799290421,0.851694446493104,0.6834009850083891,0.26207140105303695,0.922680507412051,0.6224309337063499,-0.05527243284708805,0.19800957412916792,135097.0,White,91969.0,0.6807627112371111,42.0,Republican,Republican,Republican,Republican,
Comanche,48093,0.18111360391596998,0.6009016745384279,0.5838990115517451,0.0,0.6149277229139829,0.358431281275457,0.0,0.6376842707886071,0.587925036471776,0.144768069039914,0.654000286245885,0.5071670861144539,0.144768069039914,0.14873580483899695,13495.0,White,9438.0,0.6993701370878103,44.8,Republican,Republican,Republican,Republican,
Concho,48095,0.168287937743191,0.40836799608514796,0.615937687237867,0.0,0.402495718130658,0.36838905775076003,0.0,0.40641057010031795,0.659843467790488,0.134010152284264,0.40689992659652596,0.592303066746843,0.134010152284264,0.22391400899608294,4233.0,White,1706.0,0.40302386014646824,41.9,Republican,Republican,Republican,Republican,
Cooke,48097,0.0,0.59525977573692,0.630244755244755,0.112976406533575,0.623695917995681,0.367747048763192,0.0,0.65267840882483,0.6422051261609599,0.14896390832990303,0.66571272471837,0.569563858058465,0.03598750179632802,0.20181680929527301,39571.0,White,29979.0,0.7576002628187309,40.4,Republican,Republican,Republican,Republican,
Coryell,48099,0.298296634815123,0.459900779964981,0.48596810014132796,0.21802457897132502,0.46750145911816204,0.24934740665077698,0.26508609129432,0.49880617604923905,0.49577172641208395,0.30127728174603197,0.5101740330026,0.419333870674189,0.08325270277470695,0.169986464023412,75389.0,White,44478.0,0.5899799705527332,31.5,Republican,Republican,Republican,Republican,
Cottle,48101,0.0,0.7395348837209301,0.665768194070081,0.114441416893733,0.724252491694352,0.336697247706422,0.0,0.712292358803987,0.5708955223880601,0.152364273204904,0.7016611295681059,0.540719696969697,0.03792285631117101,0.204022449263275,1623.0,White,867.0,0.5341959334565619,37.9,Republican,Republican,Republican,Republican,
Crane,48103,0.222741433021807,0.5408,0.54268808114962,0.247943595769683,0.5766857142857139,0.337296868806976,0.22582972582972602,0.612114285714286,0.517550410754294,0.22180094786729898,0.604571428571429,0.398865784499055,-0.02614264790238402,0.06156891569207901,4839.0,White,1548.0,0.3199008059516429,32.4,Republican,Republican,Republican,Republican,
Crockett,48105,0.392612859097127,0.680828179618177,0.57740916271722,0.39880239520958094,0.68163484807744,0.329388560157791,0.331182795698925,0.685937079860177,0.546844374754998,0.260971786833856,0.665770368378596,0.515347334410339,-0.13783060837572492,0.18595877425254798,3633.0,White,1295.0,0.35645472061657035,35.9,Republican,Republican,Republican,Republican,
Crosby,48107,0.0,0.6053804258128399,0.501635768811341,0.21570397111913397,0.593167189305166,0.30829159710628806,0.0,0.594982670407658,0.489597780859917,0.264542936288089,0.57979864664136,0.41104469114716796,0.04883896516895503,0.1027530940408799,5861.0,White,2330.0,0.3975430813854291,38.1,Republican,Republican,Republican,Republican,
Culberson,48109,0.5875,0.6659716430358629,0.5510331872260489,0.619335347432024,0.733527939949958,0.18817509948834601,0.616688396349413,0.7360300250208509,0.434560906515581,0.5323325635103929,0.7130942452043371,0.506432748538012,-0.08700278392163108,0.318257649049666,2241.0,White,534.0,0.23828647925033467,43.0,Democrat,Democrat,Democrat,Democrat,
Dallam,48111,0.0,0.452633149336118,0.5085695451549109,0.0975609756097561,0.461285991347158,0.27846054333764597,0.0,0.4700880202894229,0.49444620755315793,0.107364685004437,0.449798597642846,0.37379767827529,0.009803709394680893,0.09533713493764401,7243.0,White,3655.0,0.5046251553223803,31.6,Republican,Republican,Republican,Republican,
Dallas,48113,0.5398159190972399,0.4795440719103621,0.6287970699525961,0.515505074565326,0.540296105322573,0.367441295763752,0.6573233900297559,0.544030988045887,0.5981258067545779,0.6289867315123511,0.5613378268758721,0.573039396170839,0.11348165694702506,0.20559810040708698,2586552.0,White,765816.0,0.2960760116170098,33.3,Democrat,Democrat,Democrat,Democrat,
Dawson,48115,0.238539665111172,0.543627557290537,0.48444148936170206,0.0,0.5353863948528879,0.27734269511207105,0.0,0.5307597773440321,0.48529011168618896,0.224503311258278,0.517241379310345,0.42208245981830894,0.224503311258278,0.1447397647062379,12964.0,White,4630.0,0.35714285714285715,33.0,Republican,Republican,Republican,Republican,
Deaf Smith,48117,0.0,0.42855667974396006,0.519272464466394,0.147403072421361,0.43645467685319,0.32335895919574204,0.0,0.447346685938468,0.487306715901223,0.241352201257862,0.454934957670865,0.432996709406558,0.093949128836501,0.10963775021081595,18899.0,White,4781.0,0.25297634795491825,32.0,Republican,Republican,Republican,Republican,
Delta,48119,0.21836834391792898,0.622251959472376,0.628878648233487,0.0,0.0,0.0,0.0,0.7348499330911871,0.60639958376691,0.15848670756646202,0.7400114700822019,0.505295789201757,0.15848670756646202,0.505295789201757,5215.0,White,4232.0,0.8115052732502397,42.3,Republican,Republican,Republican,Republican,
Denton,48121,0.299661213191078,0.559117374519705,0.66208071172725,0.3381564349112429,0.61680103348254,0.352423899134086,0.31752934766456997,0.7010220128159079,0.651949270947478,0.413052063117037,0.771832469582593,0.57931043922202,0.0748956282057941,0.22688654008793396,807047.0,White,484341.0,0.6001397688114819,35.2,Republican,Republican,Republican,Republican,
Dickens,48125,0.0,0.546235679214403,0.784269662921348,0.1003861003861,0.539279869067103,0.39301972685887704,0.0,0.544189852700491,0.6992481203007521,0.123359580052493,0.525368248772504,0.593457943925234,0.022973479666393,0.20043821706635695,2216.0,White,1463.0,0.6601985559566786,43.9,Republican,Republican,Republican,Republican,
Dimmit,48127,0.701507882111035,0.687875150060024,0.424374636416521,0.682555780933063,0.7298919567827131,0.270285087719298,0.631937984496124,0.744197679071629,0.433526011560694,0.686141304347826,0.73609443777511,0.400108725197064,0.0035855234147630366,0.12982363747776599,10663.0,White,1008.0,0.09453249554534371,33.7,Democrat,Democrat,Democrat,Democrat,
Donley,48129,0.0,0.649986401958118,0.6422594142259411,0.0974576271186441,0.654881697035627,0.39202657807309,0.0,0.6287734566222459,0.6336505190311421,0.0878693623639191,0.6037530595594229,0.5792792792792789,-0.009588264754725004,0.18725270120618892,3387.0,White,2749.0,0.8116327133156186,41.6,Republican,Republican,Republican,Republican,
Duval,48131,0.7800894854586129,0.7419792904430491,0.5113246396705561,0.706886403766922,0.711254455949754,0.40548926014319797,0.697919102174421,0.708877949414361,0.512092911877395,0.7349221789883271,0.7072653199796299,0.493459738389536,0.0280357752214051,0.08797047824633802,11355.0,White,1028.0,0.09053280493174813,36.1,Democrat,Democrat,Democrat,Democrat,
Eastland,48133,0.163418290854573,0.549426895549696,0.653281096963761,0.0,0.584781789807889,0.366614521026962,0.0,0.628531453478986,0.606164383561644,0.12091450652068902,0.62928483022117,0.531127073713015,0.12091450652068902,0.16451255268605303,18270.0,White,14532.0,0.7954022988505747,42.4,Republican,Republican,Republican,Republican,
Ector,48135,0.220574968424851,0.47075038284839205,0.51513461598042,0.0,0.499868737694159,0.21936773308824598,0.0,0.533202071027492,0.509915479088596,0.255107639673369,0.554699919784146,0.407317329687377,0.255107639673369,0.18794959659913102,158342.0,White,52830.0,0.3336448952267876,30.3,Republican,Republican,Republican,Republican,
Edwards,48137,0.259887005649718,0.773226773226773,0.5717054263565889,0.32411504424778803,0.751248751248751,0.6010638297872339,0.262012692656392,0.755744255744256,0.729015201586252,0.18725617685305604,0.721778221778222,0.532179930795848,-0.136858867394732,-0.06888389899138592,2055.0,White,859.0,0.4180048661800487,49.3,Republican,Republican,Republican,Republican,
El Paso,48141,0.653752844379853,0.443388909219669,0.48650696623642997,0.680042670900678,0.505439975419879,0.199212215113707,0.773283871027501,0.534843695161538,0.504230292302339,0.6802280752589419,0.570744660256018,0.44558554812731804,0.00018540435826386314,0.24637333301361106,837654.0,White,102112.0,0.12190236064055088,32.0,Democrat,Democrat,Democrat,Democrat,
Ellis,48139,0.24323578133627802,0.576585789719938,0.629818114371167,0.21489341954645302,0.6226990174453579,0.346954766965072,0.22918188174967002,0.683162890181138,0.629647385723231,0.29617091207888296,0.7222110821469151,0.563165201295696,0.08127749253242994,0.21621043433062404,168838.0,White,104141.0,0.6168101967566543,36.1,Republican,Republican,Republican,Republican,
Erath,48143,0.15699873896595198,0.5258115597783061,0.6368518797369871,0.139052425007009,0.5400365005132879,0.376702925335305,0.150902969084787,0.5687252573238321,0.6622744780052711,0.174153748813667,0.587516495117445,0.567988859440277,0.03510132380665798,0.19128593410497202,41482.0,White,31082.0,0.7492888481751121,30.0,Republican,Republican,Republican,Republican,
Falls,48145,0.0,0.531680286577857,0.572060216864933,0.26597131681877395,0.551718347699541,0.31125088769402504,0.28800000000000003,0.5675584909884699,0.517751479289941,0.29464476210795804,0.578137243927012,0.453770936199051,0.028673445289184085,0.14252004850502598,17299.0,White,8878.0,0.5132088560032372,39.3,Republican,Republican,Republican,Republican,
Fannin,48147,0.22728089080459804,0.558543417366947,0.587868869767196,0.0,0.0,0.0,0.0,0.606339377856406,0.597305971600856,0.176362127777266,0.608934099955772,0.525227580863839,0.176362127777266,0.525227580863839,34175.0,White,27018.0,0.7905779078273591,41.9,Republican,Republican,Republican,Republican,
Fayette,48149,0.212341712341712,0.6319133338763541,0.682005671564836,0.153362170664569,0.646167630528631,0.48083953107273397,0.164830242766281,0.6627433412071351,0.685982916487433,0.192596108210726,0.672965708234911,0.637557492132656,0.039233937546157005,0.15671796105992203,25066.0,White,17917.0,0.7147929466209207,47.0,Republican,Republican,Republican,Republican,
Fisher,48151,0.0,0.690991444388525,0.597596504005827,0.30923694779116495,0.6977856064418722,0.448972232239452,0.0,0.6965274282838451,0.625,0.20481927710843398,0.677403120281832,0.554977711738484,-0.10441767068273097,0.106005479499032,3883.0,White,2492.0,0.6417718259078032,44.4,Republican,Republican,Republican,Republican,
Floyd,48153,0.0,0.662426310890475,0.498126463700234,0.10837887067395299,0.6326403971455171,0.269249632172634,0.0,0.631864722308408,0.5018413945494721,0.22051009564293303,0.61045609680422,0.478271918678526,0.11213122496898004,0.209022286505892,5872.0,White,2184.0,0.37193460490463215,36.9,Republican,Republican,Republican,Republican,
Foard,48155,0.0,0.800898203592814,0.46261682242990704,0.265861027190332,0.800898203592814,0.309345794392523,0.0,0.7095808383233531,0.5527426160337551,0.225950782997763,0.679640718562874,0.49229074889867797,-0.039910244192569,0.18294495450615494,1408.0,White,1095.0,0.7776988636363636,49.3,Republican,Republican,Republican,Republican,
Fort Bend,48157,0.418935164524913,0.559832585949178,0.67010667903525,0.408863538625201,0.629765989787652,0.36992072611124394,0.480368353045659,0.690072175955584,0.6494772880869211,0.528849201535494,0.7633297532471078,0.607716591297297,0.119985662910293,0.2377958651860531,739342.0,White,249314.0,0.33721065487960916,36.0,Republican,Republican,Republican,Democrat,Fort Bend
Franklin,48159,0.172851103804603,0.6144271570014139,0.653468385512584,0.0,0.0,0.0,0.0,0.6413012729844411,0.644169975003676,0.14217652958876598,0.63950966525224,0.588027130639929,0.14217652958876598,0.588027130639929,10679.0,White,8460.0,0.7922090083341137,43.0,Republican,Republican,Republican,Republican,
Freestone,48161,0.0,0.561213161081954,0.688786979588166,0.18641810918775,0.5768570851836899,0.394191234362698,0.17543632837750503,0.605419862737182,0.644744519463199,0.19573701591113798,0.600777149777957,0.559596808063839,0.009318906723387976,0.16540557370114106,19709.0,White,13225.0,0.6710132426810087,40.4,Republican,Republican,Republican,Republican,
Frio,48163,0.580403889304413,0.590753325201835,0.39435650378527204,0.545013477088949,0.579253063832259,0.18600220595608105,0.5126426493622729,0.5301155834349771,0.4896461049632961,0.540342298288509,0.49683452401696004,0.43032499415478104,-0.00467117880043999,0.24432278819869999,19394.0,White,3035.0,0.1564916984634423,31.4,Democrat,Democrat,Democrat,Democrat,
Gaines,48165,0.0,0.426280954011183,0.554544237719181,0.0931315483119907,0.460629921259843,0.319212188777406,0.0,0.491669519570923,0.547174190553557,0.121495327102804,0.505705808513066,0.43461581857159004,0.028363778790813296,0.11540362979418406,20321.0,White,11299.0,0.5560257861325723,27.9,Republican,Republican,Republican,Republican,
Galveston,48167,0.400148841937123,0.622394090124232,0.607713902784749,0.31908462207837796,0.660405274124727,0.340484036968116,0.337827703403488,0.7153469340116508,0.601486657037147,0.368857762389396,0.731391752400372,0.5368040138739609,0.04977314031101804,0.1963199769058449,327089.0,White,188666.0,0.5768032553830914,37.5,Republican,Republican,Republican,Republican,
